"old","shift","blast"
7.869992,2.02324709999999,"B1"
7.824142,2.03929709999999,"B1"
8.732651,1.70824609999999,"B1"
5.765986,2.78319109999999,"B1"
7.019976,2.32310509999999,"B1"
9.752206,1.33791509999999,"B1"
11.083826,0.862534099999991,"B1"
10.958106,0.900842099999991,"B1"
11.861563,0.572309099999991,"B1"
11.944896,0.572309099999991,"B1"
8.265126,1.87361909999999,"B1"
8.860031,1.65884809999999,"B1"
9.579423,1.40062009999999,"B1"
7.604916,2.11472109999999,"B1"
9.406036,1.46618109999999,"B1"
10.071173,1.22630709999999,"B1"
4.707246,3.18657009999999,"B1"
6.009686,2.68522209999999,"B1"
7.873936,2.01406209999999,"B1"
12.180386,0.47115209999999,"B1"
6.937229,2.32151509999999,"B1"
7.020562,2.32151509999999,"B1"
7.560454,2.12521709999999,"B1"
8.007699,1.96382609999999,"B1"
8.430924,1.81175309999999,"B1"
8.796451,1.68034409999999,"B1"
10.545831,1.05512409999999,"B1"
10.958349,0.908306099999994,"B1"
7.103895,2.32151509999999,"B1"
7.528363,2.15541009999999,"B1"
9.836575,1.32182509999999,"B1"
6.064736,2.64693509999999,"B1"
7.342896,2.19380809999999,"B1"
12.428816,0.38132809999999,"B1"
6.148069,2.64693509999999,"B1"
6.231402,2.64693509999999,"B1"
6.579274,2.50113109999999,"B1"
8.358394,1.84869109999999,"B1"
9.715272,1.36880509999999,"B1"
7.177219,2.26808409999999,"B1"
8.124442,1.92399009999999,"B1"
11.060992,0.872190099999992,"B1"
8.85065,1.66202309999999,"B1"
9.059964,1.58549309999999,"B1"
10.604654,1.03273109999999,"B1"
11.221247,0.811541099999991,"B1"
13.382567,0.0341010999999902,"B1"
10.848214,0.945593099999991,"B1"
10.29865,1.14393009999999,"B1"
10.599086,1.03584109999999,"B1"
10.198309,1.17715409999999,"B1"
11.701479,0.632467099999991,"B1"
11.784812,0.632467099999991,"B1"
6.56767,2.45936009999999,"B1"
8.16935,1.87275009999999,"B1"
8.252683,1.87275009999999,"B1"
8.774852,1.67824809999999,"B1"
8.858185,1.67824809999999,"B1"
8.336016,1.87275009999999,"B1"
9.815996,1.32769709999999,"B1"
11.08056,0.857460099999992,"B1"
11.697053,0.642172099999991,"B1"
4.431892,3.29626209999999,"B1"
6.819032,2.41431209999999,"B1"
6.057922,2.68872209999999,"B1"
11.757852,0.628112099999992,"B1"
7.489452,2.16150709999999,"B1"
9.465052,1.44698709999999,"B1"
11.121842,0.850777099999993,"B1"
11.012062,0.892417099999992,"B1"
3.29765,3.93005509999999,"B1"
3.380983,3.93005509999999,"B1"
4.630903,3.23025009999999,"B1"
4.714236,3.23025009999999,"B1"
4.797569,3.23025009999999,"B1"
5.583261,2.89567009999999,"B1"
6.576904,2.50488609999999,"B1"
7.707394,2.08323009999999,"B1"
9.768834,1.33723009999999,"B1"
10.50891,1.07005809999999,"B1"
11.81248,0.601745099999992,"B1"
12.552801,0.334711099999993,"B1"
12.813344,0.233142099999993,"B1"
12.896677,0.233142099999993,"B1"
11.61402,0.674363099999992,"B1"
9.205584,1.53718809999999,"B1"
9.389133,1.46517109999999,"B1"
9.529906,1.40773109999999,"B1"
10.042398,1.20969509999999,"B1"
10.539902,1.0432541,"B1"
11.570832,0.682890099999996,"B1"
12.055647,0.512894099999997,"B1"
12.296316,0.428159099999997,"B1"
12.834954,0.236513099999996,"B1"
11.972732,0.540447099999996,"B1"
10.125731,1.20969509999999,"B1"
10.2149515,1.20380759999999,"B1"
6.839824,2.39845109999999,"B1"
8.185784,1.91110109999999,"B1"
9.886374,1.27563109999999,"B1"
9.969707,1.27563109999999,"B1"
10.355384,1.11013309999999,"B1"
10.564081,1.00704409999999,"B1"
10.647414,1.00704409999999,"B1"
11.682574,0.643622099999993,"B1"
12.319529,0.419285099999993,"B1"
12.799841,0.249050099999993,"B1"
10.730747,1.00704409999999,"B1"
10.8186093,1.00251479999999,"B1"
10.9778213,0.926635799999993,"B1"
11.1549743,0.848315899999992,"B1"
11.7810943,0.617586899999992,"B1"
12.075111,0.494143099999993,"B1"
11.141282,0.832562099999993,"B1"
12.446482,0.362528099999993,"B1"
12.529815,0.362528099999993,"B1"
12.765157,0.268166099999995,"B1"
13.023468,0.171142099999994,"B1"
10.536896,1.06484009999999,"B1"
11.606106,0.678527099999993,"B1"
8.940435,1.65578609999999,"B1"
10.076525,1.28047809999999,"B1"
12.457465,0.386128099999995,"B1"
10.654352,0.982227099999994,"B1"
10.737685,0.982227099999994,"B1"
12.468965,0.367247099999995,"B1"
13.248699,0.0895350999999955,"B1"
11.513669,0.707525099999994,"B1"
12.020814,0.527442099999995,"B1"
11.872626,0.561707099999994,"B1"
10.286825,1.15443609999999,"B1"
11.558705,0.680502099999995,"B1"
11.642038,0.680502099999995,"B1"
7.239979,2.24612709999999,"B1"
7.867967,2.01560609999999,"B1"
8.102661,1.92872709999999,"B1"
8.659225,1.72629009999999,"B1"
10.498055,1.07089009999999,"B1"
9.615384,1.38049809999999,"B1"
10.333191,1.12033309999999,"B1"
11.640161,0.642736099999993,"B1"
11.723494,0.642736099999993,"B1"
11.981887,0.545045099999994,"B1"
12.454871,0.373679099999993,"B1"
12.623328,0.313570099999994,"B1"
11.806827,0.642736099999993,"B1"
12.603606,0.330634099999992,"B1"
11.506064,0.705208099999993,"B1"
11.870769,0.567580099999992,"B1"
11.954102,0.567580099999992,"B1"
13.142572,0.130338099999991,"B1"
11.052281,0.874107099999993,"B1"
12.845281,0.233547099999994,"B1"
7.835271,2.05543009999999,"B1"
9.446511,1.46242009999999,"B1"
5.837819,2.77199109999999,"B1"
5.977556,2.71558709999999,"B1"
8.443116,1.81325709999999,"B1"
8.829486,1.67226909999999,"B1"
11.809216,0.604709099999992,"B1"
11.890306,0.575739099999993,"B1"
9.342211,1.48320609999999,"B1"
13.399591,0.0170760999999917,"B1"
